launch_id	mission_id	mission_name	mission_type	mission_description	orbit_name	orbit_abbrev	program_name	lsp_name	lsp_type
066250e1-a3fe-4483-88d7-8b80c7251a5f	6348.0	Starlink Group 6-4	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
e53eecd6-184d-440a-955a-70fe0fdccbd6	5858.0	Dragon CRS-2 SpX-28	Resupply	"28th commercial resupply services mission to the International Space Station operated by SpaceX. The flight will be conducted under the second Commercial Resupply Services contract with NASA.

Cargo Dragon 2 brings supplies and payloads, including critical materials to directly support science and research investigations that occur onboard the orbiting laboratory."	Low Earth Orbit	LEO	International Space Station	SpaceX	Commercial
0c41caef-3a5d-458b-a610-b98d52aa7cf4	6391.0	Flight 2	Earth Science	Will carry 26 different satellites on a ride-share launch mission, including Earth observation satellites, details TBD.	Sun-Synchronous Orbit	SSO		CAS Space	Commercial
4fbbd174-e97e-41e8-8bc5-4e340af00b44	6396.0	Longjiang 3	Communications	Low Earth Orbit prototype communication satellite by Harbin Institute of Technology (HIT), to test a new satellite platform in the shape of a plate for future LEO communication satellite constellations uses.	Low Earth Orbit	LEO		ExPace	Commercial
5eba4955-6292-4a62-bc07-07443ff4baaa	6349.0	Starlink Group 5-11	Communications	A batch of 52 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
1e0c3a19-02a8-481b-9b7e-1392327c1826	5946.0	Transporter 8 (Dedicated SSO Rideshare)	Dedicated Rideshare	Transporter 8 mission is a dedicated rideshare flight to a sun-synchronous orbit with 72 small microsatellites and nanosatellites for commercial and government customers.	Sun-Synchronous Orbit	SSO		SpaceX	Commercial
5608dccc-b00a-4460-bb97-0b67f2d07f76	6395.0	41 x Jilin-1	Earth Science	"41 new satellites for the Jilin-1 commercial Earth observation satellites constellation.


Satellites list:

Jilin-1 GF-03D 19~26
Jilin-1 GF-06A 01~30
Jilin-1 PT-02A 01~02
Khorgas-1 (Jilin-1 IR-A ??)"	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
2ec7425b-743d-4c52-8712-a19b1fbd0a9e	6412.0	Scout's Arrow (DYNAMO-A)	Government/Top Secret	First sub-orbital launch of Electron of the Hypersonic Accelerator Suborbital Test Electron (HASTE) program for Leidos and Dynetics.	Suborbital	Sub		Rocket Lab	Commercial
76e42f7b-6690-41be-95c1-811aab0ccf32	6212.0	Satria-1	Communications	Indonesian geostationary communications satellite	Geostationary Transfer Orbit	GTO		SpaceX	Commercial
2e69ee31-66a6-4d51-884d-7b4f392acf34	6448.0	Shiyan 25	Government/Top Secret	Satellite officially reported as for “testing new Earth observation techniques” purposes.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
4250862e-5e59-465c-90ac-262e85db6086	6350.0	Starlink Group 5-7	Communications	A batch of 47 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
8cfa00a5-a72e-48b7-80bd-944664688f59	6167.0	NROL-68	Government/Top Secret	Classified payload for the National Reconnaissance Office.	Geostationary Orbit	Direct-GEO		United Launch Alliance	Commercial
168f4cf5-35e9-4e4c-90c3-61f1dcd6975e	6369.0	Starlink Group 5-12	Communications	A batch of 56 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
6e5725b3-d0e9-4484-9d79-514fe8b978be	6317.0	Meteor-M No.2-3 & others	Earth Science	"Meteor-M satellites are a new generation of Russian meteorological satellites to replace the Meteor-3M series. The first two Meteor-M satellites will feature following instruments:

- MSU-MR - Low-resolution Multispectral Scanner for global and regional for cloud cover mapping
- KMSS-2 - multichannel scanning unit for Earth surface monitoring
- MTVZA-GYa - imager/sounder for Atmospheric temperature and humidity profiles, sea surface wind
- IKFS-2 advanced IR sounder for Atmospheric temperature and humidity profiles
- BRK SSPD - Data Collection System
- RK-SM-MKA - Modified Rescue Radio complex

One initial Meteor-M 1 satellite was built, followed by the improved Meteor-M 2 series satellites.

42 cubesats from various Russian and international organizations will be launched as co-passengers."	Sun-Synchronous Orbit	SSO		Russian Federal Space Agency (ROSCOSMOS)	Government
6109337b-0ac2-4a89-a5fe-dba37cb107fe	6355.0	Galactic 01	Biology	Research mission for the Italian Air Force, first commercial Virgin Galactic mission.	Suborbital	Sub		Virgin Galactic	Private
49d20d1b-18dd-4da6-a061-eacd0156fcc4	6394.0	Euclid	Astrophysics	European Space Agency telescope designed to explore the evolution of the dark Universe. It will make a 3D-map of the Universe (with time as the third dimension) by observing billions of galaxies out to 10 billion light-years, across more than a third of the sky.	Sun-Earth L2	L2		SpaceX	Commercial
e3f8e755-0867-413a-a05a-15ca06ce7fa3	6078.0	Syracuse 4B & Heinrich Hertz (H2Sat)	Communications	Syracuse 4B is a French military communications satellite built by Thales Alenia Space. Heinrich Hertz (H2Sat)  is a small geostationary communications satellite built by OHB System and the German Aerospace Center (DLR) to explore and test new broadband communications technologies.	Geostationary Transfer Orbit	GTO		Arianespace	Commercial
5d3e11d7-5d13-4c8c-b94a-c73da97c39a5	6380.0	Starlink Group 5-13	Communications	A batch of 48 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
6de92f44-d5c2-47b8-b115-f6cf28d522d9	6463.0	2 x SatNet test satellites	Communications	"2 satellites officially described as ""Satellite-Internet Technology Demonstration Satellite(s)"". Probable 1st test satellites for the Chinese state-owned LEO communication satellite constellation SatNet."	Polar Orbit	PO		China Aerospace Science and Technology Corporation	Government
6f4ed2b9-918d-44e3-a8a9-cfdafc8cf8ce	6351.0	Starlink Group 6-5	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
d454be53-3a0c-4b7f-82b9-50ee4a4b48b0	6456.0	Flight 2	Test Flight	Second test flight of LandSpace's Zhuque-2 rocket with a dummy payload. This launch was the first successful use of methane/liquid oxygen-powered rocket engines for transportation to Earth orbit and beyond.	Sun-Synchronous Orbit	SSO		LandSpace	Commercial
78f7c31d-4f29-482a-96d1-390b460a0a02	5939.0	Chandrayaan-3	Lunar Exploration	Chandrayaan-3 is India's third mission to the Moon. It repeats most of the failed Chandrayaan-2 mission, with only a lander and rover. After a controlled descent, the lander will perform a soft landing on the lunar surface at a specified site and deploy the rover. The six-wheeled rover weighs around 20 kg and will operate on solar power. It will move around the landing site, performing lunar surface chemical analysis and relaying data back to Earth through the orbiter. The lander will be collecting data on Moon-quakes, thermal properties of the lunar surface, the density and variation of lunar surface plasma. Altogether, the Chandrayaan-3 mission will collect scientific information on lunar topography, mineralogy, elemental abundance, lunar exosphere and signatures of hydroxyl and water-ice.	Lunar Orbit	LO		Indian Space Research Organization	Government
885ceb2a-bdf3-427b-9e98-ecfbd04d4e01	6379.0	Starlink Group 5-15	Communications	A batch of 54 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system. This is the last launch of the v1.5 Starlink satellites.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
e2651bb4-c42c-4fd8-b11a-bf7df7036c89	6390.0	Baby Come Back (Rideshare)	Dedicated Rideshare	"The ""Baby Come Back"" mission includes NASA's Starling project, which consists of four CubeSats designed to test technologies for future swarm missions. Telesat contributes the LEO 3 demonstration satellite, ensuring continuity for customers and ecosystem vendor testing. Additionally, two 3U satellites carrying GNSS-RO payloads from SpinGlobal will replenish their constellation of over 100 multipurpose satellites."	Low Earth Orbit	LEO		Rocket Lab	Commercial
c2a0e237-5fb8-4cca-aadd-c0aefda2c12e	6473.0	Tianmu-1 07-10	Earth Science	Small meteorology research satellites using GNSS radio occultation by CASIC subsidiary Xiyong Microelectronics Park.	Sun-Synchronous Orbit	SSO		ExPace	Commercial
9e94b0b7-d88b-4cdf-9793-acdec5850613	6381.0	Starlink Group 6-15	Communications	A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
160d6bd1-4ac6-43bd-8284-12e457cde9d7	6474.0	Qiankun-1 & Xingshidai‐16	Earth Science	"Share ride launch of 2 satellites to SSO:

* Qiankun-1 Very Low Earth Orbit (VLEO) technology demonstration satellite for CSpace
* Xingshidai‐16 Earth observation satellite for ADASpace"	Sun-Synchronous Orbit	SSO		Galactic Energy	Commercial
22a6f1ed-afcd-455d-9316-5aaf8f39e864	6475.0	Skysight AS-01 to 03 & Lingxi-03	Earth Science	"Skysight AS-01 to 03: 3 Earth observation satellites by Skysight, including optical, radar and infrared observation capabilities.

Lingxi-03: Flat-panel satellite bus LEO communication demonstration satellite for Galaxy Space."	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
c407b340-49e6-447a-b872-8441618f0ec7	6352.0	Starlink Group 6-6	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
9da1b09b-d448-43a2-b6f1-720756c4e960	6477.0	Yaogan 36 Group 05	Government/Top Secret	3 Chinese military reconnaissance satellites.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
ce5f4f47-c54d-4014-84f2-17a556892420	6353.0	Starlink Group 6-7	Communications	A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
72491a20-315d-4aea-b6df-d1202930bd60	6019.0	EchoStar 24/Jupiter-3	Communications	Geostationary communications satellite built by Maxar Technologies for EchoStar. With a capacity of 500 Gbps, its purpose is to relieve broadband capacity constraints in the Americas.	Geostationary Transfer Orbit	GTO		SpaceX	Commercial
af626de1-88f7-418b-8801-a4e897f067a4	6415.0	DS-SAR	Earth Science	"DS-SAR is a Singaporean Synthetic Aperture Radar (SAR) Earth Observation satellite built by Israel Aerospace Industries (IAI), to be used by both the Singaporean government DSTA (Defence Science and Technology Agency) and commercially operated by ST Electronics.

Co-passengers:

* VELOX-AM
* Atmospheric Coupling and Dynamics Explorer (ARCADE)
* SCOOB-II
* NuLIoN by NuSpace
* Galassia-2
* ORB-12 STRIDER"	Low Earth Orbit	LEO		Indian Space Research Organization	Government
7c126e4f-4afd-4c25-bf6f-9017666b56ee	6004.0	Cygnus CRS-2 NG-19 (S.S. Laurel Clark)	Resupply	This is the 19th flight of the Orbital ATK's uncrewed resupply spacecraft Cygnus and its 18th flight to the International Space Station under the Commercial Resupply Services contract with NASA.	Low Earth Orbit	LEO	International Space Station	Northrop Grumman Space Systems	Commercial
5749ccdb-a743-49e9-b7d0-3c018dc68ae3	6488.0	Fengyun-3F	Earth Science	The newer FY-3 series is an improved generation of polar-orbiting heliosynchronous weather satellites.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
afc772a3-6ea7-4550-a4e9-35c70c22ebba	5977.0	Galaxy 37	Communications	Galaxy 37 is a geostationary communications satellite manufactured by Maxar and operated by Intelsat.	Geostationary Transfer Orbit	GTO		SpaceX	Commercial
ce0089c7-c61c-46a2-a9c1-10f2d6d066f0	6370.0	Starlink Group 6-8	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
e694f57c-dba0-44ed-9c7b-abbeab437382	6483.0	Glonass-K2 No. 13 (Kosmos 2569)	Navigation	Glonass-K2 are the fourth generation of satellite design for GLONASS satellite navigation system. GLONASS is a Russian space-based navigation system comparable to the similar GPS and Galileo systems. This generation improves on accuracy, power consumption and design life. Each satellite is unpressurized and weighs 1645 kg,  and has an operational lifetime of 10 years.	Medium Earth Orbit	MEO	GLONASS	Russian Space Forces	Government
31df6182-f50d-401b-9144-86b9d01911df	6382.0	Starlink Group 6-20	Communications	A batch of 15 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
681f8ff2-07c1-477e-903b-fd187438f678	6497.0	5 m S-SAR-02 (Huanjing-2F)	Earth Science	Chinese S-Band Synthetic Aperture Radar satellite with 5 m resolution.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
d7131f47-a962-4832-ae68-52a57bb0b684	6499.0	7 satellites	Earth Science	"Seventh launch of the Ceres-1 rocket, a share-ride mission with 7 satellites.

This launch carried Xiguang-1 (01), Star Pool-1B satellite, GeoSat Intelligent Emergency-1, and the Xi’an Hangtou -88, -96, -104 and -112 satellites."	Sun-Synchronous Orbit	SSO		Galactic Energy	Commercial
6229654f-e7ea-4d97-80f7-0195161e8645	6413.0	Galactic 02	Tourism	Second commercial Virgin Galactic mission.	Suborbital	Sub		Virgin Galactic	Private
2277b184-5a07-4a71-90ce-367f41420eaa	6360.0	Luna 25	Lunar Exploration	Luna 25 (ex-Luna-Glob) was a lunar lander mission by the Russian Federal Space Agency (Roscosmos) that crashed into the lunar surface after an anomalous orbital maneuver placed it on a collision trajectory towards the Moon. It was scheduled to land near the lunar south pole at the Boguslavsky crater to prove lunar landing technology. The mission carried 30 kg of scientific instruments, including a robotic arm for soil samples and possible drilling hardware. It was planned to remain active for at least one year on the lunar surface.	Lunar Orbit	LO		Russian Federal Space Agency (ROSCOSMOS)	Government
12e9acca-5aee-4751-9083-5e205d9528c8	6354.0	Starlink Group 6-9	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
715392d7-2ecb-4caf-81b1-ba5ba6b985ff	6506.0	L-SAR4-01 (LTDC-4A)	Earth Science	China’s (and globally) first synthetic aperture radar (SAR) satellite being put into geosynchronous orbit. It can provide unprecedented all-time Earth observations of an area near the same longitude and can provide unique non-interrupted observations for various uses.	Geosynchronous Transfer Orbit	GSTO		China Aerospace Science and Technology Corporation	Government
72106fe5-8908-47f0-9f63-e18f386d3b76	6507.0	HEAD-3A/B/C/D/E	Communications	5 commercial ship/traffic AIS tracking satellites.	Low Earth Orbit	LEO		ExPace	Commercial
09642682-60f3-4470-a802-18788601c5a5	6371.0	Starlink Group 6-10	Communications	A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
3eeecfa0-4246-4301-9017-014970538463	6517.0	Gaofen-12 04	Earth Science	Gaofen 12-04 is a microwave remote sensing satellite mainly used in the fields of land census, urban planning, land rights determination, road network design, crop yield estimation and disaster prevention and mitigation.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
15699687-3fb1-4749-9680-fc858e5e7081	6465.0	Starlink Group 7-1	Communications	A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
92bf99cd-2469-4500-864a-40a9dfc65332	6306.0	Progress MS-24 (85P)	Resupply	Progress resupply mission to the International Space Station.	Low Earth Orbit	LEO	International Space Station	Russian Federal Space Agency (ROSCOSMOS)	Government
b3950eeb-e69a-465a-8c73-78dd2180028c	6524.0	Malligyong-1b	Government/Top Secret	"Malligyong-1b (meaning ""Telescope-1"") was the second attempt by North Korea to launch a satellite officially declared to be for military reconnaissance purposes. It failed to reach orbit."	Low Earth Orbit	LEO		National Aerospace Development Administration	Government
7975274c-81c5-48a5-82e1-9b8d982cd533	6313.0	We Love the Nightlife (Capella Acadia 1)	Earth Science	"Payload consists of a single SAR Earth-imaging Acadia satellite, a new generation satellite designed, manufactured, and operated by Capella Space.

First mission to fly with a reused engine."	Low Earth Orbit	LEO		Rocket Lab	Commercial
01d8012e-0b59-4b75-8875-b9e44b673078	6525.0	Jilin-1 Wideband-02A	Earth Science	Earth observation satellite for the Jilin-1 commercial Earth observation satellites constellation.	Sun-Synchronous Orbit	SSO		Galactic Energy	Commercial
1caacff9-837e-493b-afd4-4da54eeccdf2	5960.0	Crew-7	Human Exploration	SpaceX Crew-7 is the seventh crewed operational flight of a Crew Dragon spacecraft to the International Space Station as part of NASA's Commercial Crew Program.	Low Earth Orbit	LEO	International Space Station	SpaceX	Commercial
87fba73c-f085-4abf-830d-fae92c599977	6372.0	Starlink Group 6-11	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
a39f9054-ff9d-4d40-a106-ea3f1042dda7	6527.0	Yaogan 39 Group 01	Government/Top Secret	Chinese reconnaissance satellites.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
83dccf61-8e2a-4492-8784-d67252e0ff53	6374.0	Starlink Group 6-13	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
769470b6-7cac-41ab-9dd2-69c7e9504b1a	917.0	Aditya-L1	Heliophysics	"Aditya L1 is an Indian solar observation satellite to be placed at the Sun-Earth Lagrangian point L1.

The major scientific objectives of the mission are to achieve a fundamental understanding of the physical processes that heat the solar corona, accelerate the solar wind and produce Coronal Mass Ejections (CMEs).

Originally the mission design started as a small LEO satellite carrying only a coronagraph as a payload. In order to get the best science from the Sun, continuous viewing of the Sun is preferred. A Satellite placed in the halo orbit around the L1 Lagrangian point of the Sun-Earth system has the major advantage of continuously viewing the Sun without any occultation/ eclipses."	Heliocentric L1	L1-point		Indian Space Research Organization	Government
9248a1d0-393f-469a-b9c6-19470247e6fd	6247.0	SDA Tranche 0B	Government/Top Secret	Second mission launched by the Space Development Agency for the Tranche 0 Transport Layer.	Polar Orbit	PO		SpaceX	Commercial
f66687a3-d1f2-427d-8fe1-0454dc1fe9bd	6373.0	Starlink Group 6-12	Communications	A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
2f255496-16b0-4ae6-ac9e-8e24f5deae7a	6528.0	Tianqi 21-24	Communications	4 small satellites for LEO Internet of Things (IoT) communication purposes.	Low Earth Orbit	LEO		Galactic Energy	Commercial
ecdfa281-834c-4419-bed6-92d0d635a3cf	6530.0	Yaogan 33-03	Government/Top Secret	The Yaogan 33-03 is a Chinese military “remote sensing” satellite of unknown purpose.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
2ba0b63c-e5f6-4899-b588-387c7c8e71ca	685.0	XRISM & SLIM	Astrophysics	"X-Ray Imaging and Spectroscopy Mission (XRISM), formerly the X-Ray Astronomy Recovery Mission (XARM), is a replacement for the Hitomi satellite that malfunctioned few weeks after the launch. 

Smart Lander for Investigating Moon (SLIM) is a lunar probe that will target a landing on a small crater in Mare Nectaris, an area located near the moon's equator on the side facing Earth."	Lunar Orbit	LO		Japan Aerospace Exploration Agency	Government
3a26da85-1135-4784-b55a-6c5185e0aab6	6526.0	Galactic 03	Tourism	Third commercial Virgin Galactic mission.	Suborbital	Sub		Virgin Galactic	Private
4fcf9157-faa0-4d63-8853-c9454f75f864	6375.0	Starlink Group 6-14	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
da7dd4f0-82d3-419e-ab14-2a02789b473a	6539.0	Yaogan 40	Government/Top Secret	"3 Chinese reconnaissance satellites of unknown purposes, officially reported as for ""Electromagnetic environment probing"" purposes."	Polar Orbit	PO		China Aerospace Science and Technology Corporation	Government
e9a5015d-aa12-4f65-9888-1248ff67ba6e	6087.0	NROL-107 (Silent Barker)	Government/Top Secret	Classified space situational awareness (SSA) payload for the US National Reconnaissance Office (NRO).	Geostationary Orbit	Direct-GEO		United Launch Alliance	Commercial
8ab7d138-f248-450f-94a6-0e957c1b19f2	6464.0	Starlink Group 7-2	Communications	A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
b8f2e028-285c-457d-b807-a6749cfc3af6	6274.0	FLTA003 (VICTUS NOX)	Government/Top Secret	Third flight of the Firefly Alpha small sat launcher, carrying a payload for the US Department of Defense.	Low Earth Orbit	LEO		Firefly Aerospace	Commercial
2a052554-35be-4e6c-8d60-b2b9072de17c	6307.0	Soyuz MS-24	Human Exploration	Soyuz MS-24 carried two cosmonauts and one astronaut to the International Space Station aboard the Soyuz spacecraft from the Baikonur Cosmodrome in Kazakhstan.	Low Earth Orbit	LEO	Soyuz	Russian Federal Space Agency (ROSCOSMOS)	Government
470bac70-cd8c-45fd-9a54-08f8f8f05049	6376.0	Starlink Group 6-16	Communications	A batch of satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
1c09bb7e-5d7c-4ca7-a4a8-81db7004c66f	6559.0	Yaogan 39 Group 02	Government/Top Secret	Chinese reconnaissance satellites.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
08f52ca7-9aba-41d1-a5c7-092cab7aca92	6314.0	We Will Never Desert You (Capella Acadia 2)	Earth Science	Payload consists of a single SAR Earth-imaging Acadia satellite, a new generation satellite designed, manufactured, and operated by Capella Space.	Low Earth Orbit	LEO		Rocket Lab	Commercial
7fc31961-b46f-4a45-9b1d-3caece884f61	6377.0	Starlink Group 6-17	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
6eef3c8d-90a9-499c-96cd-e42326722d12	6566.0	Jilin-1 High Resolution 04B	Earth Science	New high resolution Earth observation satellite for the Jilin-1 commercial Earth observation satellites constellation.	Sun-Synchronous Orbit	SSO		Galactic Energy	Commercial
1c099ba2-9b8f-4364-8ba0-0c26f7993dd5	6378.0	Starlink Group 6-18	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
1da29c40-6c7d-4cda-9b3b-d2c12c78c82b	6466.0	Starlink Group 7-3	Communications	A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
41141d58-0df9-49ff-a33d-b296aa864ec8	6583.0	Yaogan 33-04	Government/Top Secret	The Yaogan 33-04 is a Chinese military “remote sensing” satellite of unknown purpose.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
44709d2b-78a2-4a58-a7ad-a964545e63f0	6584.0	Noor-3	Government/Top Secret	Third flight of the Iranian Qased small launch vehicle. Delivered two objects in a 450 km Earth Orbit, one of which is the Noor-3 military satellite.	Low Earth Orbit	LEO		Islamic Revolutionary Guard Corps Aerospace Force	Government
1c75cf8f-7097-46cc-9fe3-28c4886df4a6	6478.0	Starlink Group 6-19	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
60ff25f7-ef7e-4203-8f10-9b6874332856	6589.0	Yaogan 39 Group 03	Government/Top Secret	Chinese reconnaissance satellites.	Low Earth Orbit	LEO		China Aerospace Science and Technology Corporation	Government
16c2eec5-df98-4f84-8bf1-813f5fccf3f0	6479.0	Starlink Group 6-21	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
b17abaa1-ef18-4c29-9ed9-a02eb4967bfa	6557.0	Galactic 04	Tourism	Fourth commercial Virgin Galactic mission.	Suborbital	Sub		Virgin Galactic	Private
9086bd21-5422-41b9-a492-963aababd8fd	5992.0	Project Kuiper Protoflight Mission	Communications	"This launch will launch 2 KuiperSat demonstration satellites to 500 km altitude, 30 degree inclination orbit. They were previously scheduled on the 1st Vulcan launch.

Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude."	Low Earth Orbit	LEO	Project Kuiper	United Launch Alliance	Commercial
b9fe915a-4359-4cc4-a23e-a9a5d8cf7856	6388.0	SN1 Test Flight	Test Flight	"The first flight of PLD Space's MIURA 1 SN1 technology demonstrator allows the collection of as much data as possible for the validation and design of the technology to be transferred and integrated into MIURA 5. In addition, this first suborbital flight allows ZARM Research Institution to study microgravity conditions, gathering information necessary for scientific experiments in future suborbital flights.
Finally, a PLD Space team shall pick up the rocket in the Atlantic Ocean once splashdown is completed."	Suborbital	Sub		Payload Aerospace S.L.	Commercial
355ab4b9-504c-49ce-84bf-a6df31a0aadf	6492.0	THEOS-2, TRITON & others	Dedicated Rideshare	"THEOS-2 is Thailand’s first Earth observation satellite. Built by Airbus Defense and Space and based on the Astrobus-S platform, it is designed for optical measurements with a ground resolution of approximately 1 meter.

TRITON or FORMOSAT-7R is an additional satellite by NSPO added to the joint Taiwanese-US FORMOSAT 7 / COSMIC-2 constellation for collecting atmospheric data for weather prediction and for ionosphere, climate and gravity research. Its GNSS Reflectometry payload can be used to calculate the wind speed over sea surfaces.

Cubesats:

PROBA-V-CC (Project for On-Board Autonomy - Vegetation - Companion CubeSat) (12U) is a mission that will fly a scaled-down version of the vegetation-monitoring instrument aboard the Earth-observing PROBA-V to conduct combined experimental observations with its predecessor.

PRETTY (Passive REflecTomeTry and dosimetrY) (3U) flies a GPS/Galileo signal reflectometer and radiation monitor for Graz University of Technology of Austria.

MACSAT (6U) is an In-orbit demonstration (IoD) missionto demonstrate IoT communication over 5G for OQTech.

CSC-1 and 2 (6U) contains 7 different experimental payloads from various institutions being flown by ISISPACE/ISL.

N3SS (Nanosat 3U pour la Surveillance du Spectre) (3U) is a demonstration system for detecting and
localize radio-frequency jammers on civil spectrum for the French CNES.

ESTCUBE-2 is a technology demonstration mission with multiple scientific payloads for University of Tartu of Estonia.

ANSER LEADER/FOLLOWER 1/2 (Advanced
Nanosatellite Systems for Earth observation Research) is a cluster of 3 Earth observing cubesats with panchromatic and hyperspectral cameras for Spain's INTA for monitoring the quality of inland (reservoirs) water over the Iberian Peninsula."	Sun-Synchronous Orbit	SSO		Arianespace	Commercial
432bc342-753e-4efe-8e3e-bd7158274b97	6467.0	Starlink Group 7-4	Communications	A batch of 21 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
66133437-db31-4098-8e3e-cf34c8125f9b	1098.0	Psyche	Planetary Science	Psyche is a NASA interplanetary mission to visit the main belt asteroid of the same name, 16 Psyche. Spacecraft will take 4 years and one Mars flyby to reach the asteroid, which is of particular interest due to being comprised mostly of iron and nickel. Psyche is theorized to be a remnant of an early planet's core, and may offer insights into how solar system formed and evolved. The mission is led by Arizona State University, with NASA JPL being responsible for mission management and operations.	Heliocentric N/A	Helio-N/A	Discovery Program	SpaceX	Commercial
2da96504-8be7-4feb-bd8f-8aed5229a342	6383.0	Starlink Group 6-22	Communications	A batch of 22 satellites for the Starlink mega-constellation - SpaceX's project for space-based Internet communication system.	Low Earth Orbit	LEO	Starlink	SpaceX	Commercial
703279c5-c667-43ca-9947-bddba3f91efe	6590.0	Yunhai-1-04	Earth Science	The Yunhai-1 satellite is designed for detecting environmental elements in the atmosphere and ocean, the space environment, disaster prevention and reduction, and scientific experimentation. It is made by the Shanghai Institute of Spaceflight Technology.	Sun-Synchronous Orbit	SSO		China Aerospace Science and Technology Corporation	Government
